city;postal_code;medias_comma_separated;
Grenoble;38000;4f691821d4e80;
BOULOGNE BILLANCOURT;92100;4baf99aab4880;
SOISY SOUS MONTMORENCY;95230;493f8821d4e80;
LEVALLOIS PERRET;92300;43290821d4e81,4e0c4821d4e80;
BRIGNANCOURT;95640;4bfd6821d4e80;
Montsoult;95560;425ba821d4e81;
FREJUS;83600;4c28b821d4e80;
PARIS;75015;4740e821d4e84;
LA FRENAYE;76170;4d88d821d4e80;
ZI REFFYE,rue du professeur roux,88 000,EPINAL;;;4245b7aaa4880
PARIS 8EME ARRONDISSEMENT;75008;4f9a9821d4e80;
PARIS;75116;48be3821d4e80;
Boulogne Billancourt;92100;4c4d7821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;462db821d4e80;
PARIS 20EME ARRONDISSEMENT;75020;4790e821d4e84;
SENLIS;60300;40e90821d4e80;
PALADRU;38850;4fdc4821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;417c4821d4e81;
PARIS 14EME ARRONDISSEMENT;75014;441b1821d4e80;
MANOSQUE;4100;4bbc7821d4e80;
Saint germain en laye;78100;423a5821d4e81;
Saint Jean de Braye Cedex;45801;4d7917aaa4880,4ced7821d4e80;
Saugnacq-et-Muret;40410;4fac5821d4e80;
VILLEPINTE;93420;46fd1821d4e80;
POISSY;78300;4e087821d4e80;
St-André-de-Roquelongue;11200;40e89821d4e80;
Sauvian;34410;47706821d4e84;
VANVES;92170;41787821d4e80,4c9bb821d4e80;
26,rue Albert Einstein,4445,Belvaux;;;4ffb8821d4e80
PARIS;75116;422617aaa4881;
ANTONY;92160;43090821d4e81;
VOIRON;38500;42c91821d4e81;
EZE;6360;49b87821d4e80;
LYON;90003;4f2b6821d4e80;
AUBERVILLIERS;93300;4c1137aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;417607aaa4880;
ASNIERES SUR SEINE;92600;49eb3821d4e80;
p;75007;4c2817aaa4880;
Quincy-Voisins;77860;4d8917aaa4880;
HOUILLES;78800;47b8e821d4e80;
Paris;75006;437467aaa4880;
CHATENAY MALABRY;92290;42d7f7aaa4880;
MAZAMET;81206;4cd0e821d4e84;
CHAVILLE;92370;485d7821d4e80;
BAR LE DUC;55000;4d98a821d4e80;
paris;75016;49d12821d4e84;
HOUILLES;78800;4f2bb821d4e80;
LIMEIL BREVANNES;94450;41dd1821d4e80;
ST OUEN L AUMONE;95310;48a06821d4e84;
PERRUSSON;37600;43a5b7aaa4880;
orléans;45000;408bb821d4e81;
BOURG ST ANDEOL;7700;4d8b37aaa4880;
SURESNES;92150;4dfbc821d4e80;
GORGES;44190;41e91821d4e81;
SIN LE NOBLE;59450;493ec9aab4880;
VOUNEUIL SOUS BIARD;86580;4e8a1821d4e80;
PARIS;75006;4efb8821d4e80;
PRIAY;1160;4c7a37aaa4880;
PARIS;75017;4d4c3821d4e80;
PARIS 5EME ARRONDISSEMENT;75005;4bf8d821d4e80;
Orsay;91400;4ac127aaa4880;
Paris;75017;4698e821d4e80;
LE CANNET DES MAURES;83340;424ae821d4e80;
Paris;75008;4d3ba821d4e80;
ATHIS MONS;91200;4c3b6821d4e80;
Feucherolles;78810;4d7f8821d4e80;
VENISSIEUX;69200;46d0e821d4e84;
les lilas;93260;462d5821d4e80;
VERSAILLES;78000;4a7c3821d4e80;
CHATILLON;92320;42a87821d4e81;
LONGUEIL ANNEL;60150;4c9d6821d4e80,4bafa821d4e80;
CHAVILLE;92370;4dcc3821d4e80;
Chatillon;92320;42da4821d4e80;
BRIE COMTE ROBERT;77170;41d837aaa4880;
GIF SUR YVETTE;91190;4b48a821d4e80;
PARIS 13EME ARRONDISSEMENT;75013;45bd5821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;454dad21a4e80;
34,Sycamore road,Tf125qg,Telford;;;43cce821d4e80
Essises;2570;414a6821d4e81;
paris;75008;478b0821d4e80,46a8b821d4e80,4d0f8821d4e80,463b5821d4e80;
CHARTRES;28000;48691821d4e80;
PARIS 16EME ARRONDISSEMENT;75016;47ed6821d4e80;
ARGENTEUIL;95100;4dfb87aaa4880;
Beaufort sur Gervanne;26400;4b5b4821d4e80;
ATHIS MONS;91200;4b8d6821d4e80;
nimes;30000;4772f7aaa4880,4e2b37aaa4880;
LESCHES;77450;41190821d4e81;
CHELLES;77500;4bcaa821d4e80,4b5a1821d4e80;
Paris;75002;47fcd821d4e80;
AVERNES;95450;4a791821d4e80;
PARIS;75018;4a191821d4e80;
VERRIERES;61110;413c7821d4e81;
paris;75015;4a7b6821d4e80;
ST MICHEL SUR ORGE;91240;4be87821d4e80;
FONTENAY SOUS BOIS;94120;4f0f9821d4e80;
Boulogne;92100;4528e821d4e80;
BOISSY SANS AVOIR;78490;49ca1821d4e80;
SACLAY;91400;4f2c5821d4e80;
PARIS;75017;4ded7821d4e80;
Paris;75901;4586a7aaa4880;
BETHUNE;62400;46fe3821d4e80;
COURBEVOIE;92400;419cf821d4e80;
GRIMAUD;83310;463437aaa4880;
PARIS;75116;422a7821d4e81;
PARIS;75017;4f0747aaa4880;
SEVRAN;93270;430d6821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;42ab8821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;41e89821d4e80;
DEAUVILLE;14800;478147aaa4880;
ST GENIES BELLEVUE;31180;417a5821d4e81;
Lans en Vercors;38250;4aad6821d4e80;
Nice;6000;43586821d4e80;
Marseille;13013;4d0d5821d4e80;
Savigny-sur-Orge;91600;428937aaa4881;
LA CHAPELLE D ARMENTIERES;59930;41ace821d4e80;
VILLENEUVE D'ASCQ;59650;4d3257aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;4e0747aaa4880;
PARIS;75011;421a6821d4e81;
paris;75018;457d5821d4e80;
Le Chesnay;78150;433c7821d4e80;
meudon;92190;468aa821d4e80;
Paris;75116;4928d821d4e80;
villeneuve le comte;77174;40bb8821d4e81,4d7a2821d4e80;
ELBEUF;76000;458b1821d4e80;
LA GARENNE COLOMBES;92250;41e8a821d4e81;
AVIGNON;84000;427c4821d4e81;
PARIS 11EME ARRONDISSEMENT;75011;4cdc5821d4e80;
PUTEAUX;92800;4e18d821d4e80;
LIMEIL-BREVANNES;94450;49a8a821d4e80;
ST OUEN;93400;405a5821d4e81;
LOUVIGNY;14111;426a4821d4e80;
COURBEVOIE;92400;4c0b37aaa4880;
Paris;75008;451aa821d4e80;
PARIS 2EME ARRONDISSEMENT;75002;498c3821d4e80,485ae821d4e80;
Paris;75011;40bba7aaa4881;
PARIS;75009;40691821d4e81;
Roye;80700;4bd8d821d4e80;
VILLENNES SUR SEINE;78670;47ed4821d4e80;
4,chemin de Mossée,5590,Ciney;;;41d8e821d4e80
ISSY LES MOULINEAUX;92130;454d6821d4e80;
marly;57155;42ec3821d4e80;
Paris;75017;4e108821d4e84;
PORT LE GRAND;80132;4e98a821d4e80;
CLERMONT CREANS;72200;4640a3a982f90;
VANVES;92170;4a5ad7aaa4880;
Saint Nicolas d'Aliermont;76510;45bc3821d4e80;
BU;28410;400a2821d4e81;
COURBEVOIE;92400;41cb8821d4e80;
MELAMARE;76170;4d8f6821d4e80,41dce821d4e81;
VALDAMPIERRE;60790;4672f7aaa4880;
Usson du Poitou;86350;476c3821d4e80;
ST NIZIER DU MOUCHEROTTE;38250;489917aaa4880;
NOISY SUR ECOLE;77123;42dc7821d4e80;
Paris;75017;402ce821d4e81;
SOINDRES;78200;4e588821d4e80;
CHEVREUSE;78460;46db0821d4e80;
MONTROUGE;92120;4b4cb821d4e80;
CHAVILLE;92370;478e1821d4e80;
Paris;75014;477d7821d4e80;
GANNAT;3800;4c6a1821d4e80;
NOISY LE ROI;78590;40f937aaa4881,4791e7aaa4880;
CHAVENAY;78450;42fa5821d4e81;
PARIS 7EME ARRONDISSEMENT;75007;4a4c3821d4e80;
PARIS 19EME ARRONDISSEMENT;75019;400d0821d4e81;
CERGY;95800;4dc51821d4e80;
GRENOBLE;38000;416ce821d4e81;
Sainte AGNES;38190;47ad5821d4e80;
PARIS 16EME ARRONDISSEMENT;75016;416919aab4881;
FONTENAY LE FLEURY;78330;4ddc47aaa4880,4178e821d4e80;
VIARMES;95270;40e6a7aaa4880;
DROSAY;76460;4d5747aaa4880;
PARIS 15EME ARRONDISSEMENT;75015;4738c821d4e80;
VITROLLES;13127;4768b821d4e80;
cergy;95000;49a0e821d4e84;
SOISY SOUS MONTMORENCY;95230;41987821d4e80;
Serris;77700;4cac5821d4e80;
FARGUES ST HILAIRE;33370;41089821d4e80;
Dunkerque cedex 2;59944;410b7821d4e80;
59A,Chemin de Fossard,1231,Conches;;;4e8aa821d4e80
CROISSY BEAUBOURG;77183;4d888821d4e80;
ISSY LES MOULINEAUX;92130;4738d821d4e80;
Par;75006;46ed6821d4e80;
NANTES;44000;432ae821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4e4ab821d4e80,40e8dd21a4e81;
LIMEIL BREVANNES;94450;468b1821d4e80;
Beaurepaire;76280;439d57aaa4880,4e6f4821d4e80;
126,Avenue Fond'Roy,1180,Uccle;;;4bcd0821d4e80
GENNEVILLIERS;92230;478ae821d4e80;
LEVALLOIS PERRET;92300;4d88a821d4e80;
ROUSSELOY;60660;47ccb821d4e80;
BRIVE LA GAILLARDE;19100;436b3821d4e80;
Saint-médard-en-jalles;33160;49988821d4e80;
PARIS;75007;486c5821d4e80;
ROMAINVILLE;93230;41087821d4e81;
Puteaux;92800;433b8821d4e80;
ST ROMAIN LE PREUX;89116;4f68d821d4e80;
GRENOBLE;38000;45fb0821d4e80;
BIRAN;32350;48dc5821d4e80;
rouvray saint denis;28310;43cc7821d4e80;
ECLARON BRAUCOURT STE LIV;52290;4d177821d4e80,40587821d4e81;
Montlouis-sur-Loire;37270;4e5aa821d4e80;
BOURG LA REINE;92340;42389821d4e81;
ORLEANS;45000;48e8a821d4e80;
VARENNES JARCY;91480;4f488821d4e80;
Roquettes;31120;4de8a821d4e80;
GENTILLY;94250;4b0d1821d4e80;
CAHORS Cedex 9;46003;496f8821d4e80,49b77821d4e80;
payzac;24270;4893b7aaa4880;
Martiel;12200;4bfd1821d4e80;
CHELLES;60350;41da5821d4e81;
PARIS 15EME ARRONDISSEMENT;75015;41490821d4e80;
PARIS 11EME ARRONDISSEMENT;75011;407cb821d4e81;
Varois et Chaignot;21490;47ed1821d4e80;
PARIS;75019;4f6bb821d4e80;
PARIS;75017;4a5a9821d4e80,49b06821d4e84;
Paris;75007;43db8821d4e80;
Paris Cedex 16;75784;416cb821d4e81;
AIX EN PROVENCE;13100;4bad5821d4e80,4d3af821d4e80;
ST CLOUD;92210;48b0d821d4e84;
PARIS;75015;4668d821d4e80;
MEXIMIEUX;1800;42e89821d4e81;
PARIS 15EME ARRONDISSEMENT;75015;4d7ab821d4e80;
RIVEDOUX PLAGE;17940;45c0d821d4e84;
CLAMART;92140;4c8d7821d4e80,4ab06821d4e84;
LOUVIERES;52800;48986821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4b6d0821d4e80;
PARIS 15EME ARRONDISSEMENT;75015;41dc57aaa4881;
PARIS 11EME ARRONDISSEMENT;75011;4f8ba7aaa4880;
PARIS 13EME ARRONDISSEMENT;75013;4a2d7821d4e80;
Bettencourt la Ferrée;52100;495b0821d4e80;
VERSIGNY;60440;4b3b0821d4e80;
LE TREMBLAY SUR MAULDRE;78490;4b9c7821d4e80;
CRETEIL;94000;4bcc7821d4e80;
Sèvres;92310;418b1821d4e81;
PARIS 10EME ARRONDISSEMENT;75010;4adb4821d4e80;
THEDING;57450;4a58d821d4e80;
PARIS 19EME ARRONDISSEMENT;75019;4a58b821d4e80;
VIZILLE;38220;4d58d821d4e80;
simiane la rotonde;4150;4adb0821d4e80;
PARIS 13EME ARRONDISSEMENT;75013;4e6cb821d4e80;
CHALON SUR SAONE;71100;4cac4821d4e80;
LARRE;56230;4d8f8821d4e80;
Puteaux;92800;4bce3821d4e80;
MEULAN;78250;40ba6821d4e81;
NERY;60320;4a687821d4e80;
PAREY ST CESAIRE;54330;409cb821d4e81;
CAZATS;33430;4486b7aaa4880;
ROMAINVILLE;93230;4ee8f821d4e80;
DUGNY;93440;48206821d4e84;
199,boulevard saint germain,7507,paris;;;41c8f821d4e80
PARIS 17EME ARRONDISSEMENT;75017;4c0ab821d4e80,4bf92821d4e80;
STAINS;93240;4c8a9821d4e80;
BELLOY EN FRANCE;95270;4708e821d4e80,4fac7821d4e80;
FAUVILLE EN CAUX;76640;482c7821d4e80;
GRIGNY;91350;48b8d821d4e80;
PARIS 15EME ARRONDISSEMENT;75015;45a05821d4e84;
LA ROCHE MAURICE;29800;4d3bb821d4e80;
MEYLAN;38240;40787821d4e81;
Lille;59000;4c9cb821d4e80;
marseille;13013;410c5821d4e81,47fc1821d4e80;
Paris;75015;492b4821d4e80;
PORNICHET;44380;4a2af821d4e80;
ST PIERRE LES NEMOURS;77140;400667aaa4881;
ST OUEN L AUMONE;95310;46fd5821d4e80;
LIMONEST;69760;439c7821d4e80;
Villeneuve D Ascq;59650;470b3821d4e80;
PARIS 16EME ARRONDISSEMENT;75016;4be92821d4e80;
Noisiel;77186;41d90821d4e81;
STE ADRESSE;76310;485d1821d4e80;
PARIS 7EME ARRONDISSEMENT;75007;4b406821d4e84;
Clermont-Ferrand;63000;4b4b5821d4e80;
GRESY SUR ISERE;73460;4a5cb821d4e80;
CROSNE;91560;4e2cb821d4e80;
GRESSY;77410;4940e821d4e84;
ROMORANTIN;41200;485257aaa4880;
LAMILLARIE;81120;43ad6821d4e80;
LES HERBIERS;85500;4aca1821d4e80;
PARIS 20EME ARRONDISSEMENT;75020;4bd92821d4e80;
Yerres;91330;4c5b8821d4e80;
paris;75116;48e86821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4fc4b821d4e80;
BOULOGNE BILLANCOURT;92100;40ea5821d4e81;
LA RICHE;37520;401b8821d4e81;
NEUILLY SUR SEINE;92200;41fb8821d4e81;
35,rue de la Gare,75 019,Paris;;;462b5821d4e80
PARIS 7EME ARRONDISSEMENT;75007;418a4821d4e80;
paris;75005;4f5fb821d4e80;
NOISY SUR ECOLE;77123;49a06821d4e84;
TALUYERS;69440;4aad1821d4e80;
QUEVAUVILLERS;80710;4c2c5821d4e80;
NANTES;44100;4fff5821d4e80;
CLAMART;92140;4d088821d4e80;
ST MORILLON;33650;4c80e821d4e84;
VIGNEUX-SUR-SEINE;91270;40786821d4e80;
Paris;75014;42c86821d4e80;
MESNIL LE ROI;78600;4c78d821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;41287821d4e81;
BOULOGNE BILLANCOURT;92100;4d108821d4e84;
Berlin;10943;4c9577aaf4880,4a70e7aaf4880;
TOULOUSE;31200;4346b7aaa4880,4720e821d4e84;
paris;75007;4f58d821d4e80;
Paris;75015;4328f821d4e81;
Paris;75004;4c6af821d4e80;
LA COLLE SUR LOUP;6480;420ca821d4e81;
BOULOGNE BILLANCOURT;92100;4a1f8821d4e80;
JOURGNAC;87800;40888821d4e81;
BOULOGNE BILLANCOURT;92100;436b8821d4e80;
PLESSIS BARBUISE;10400;4858e821d4e80;
L HAY LES ROSES;94240;4b48d821d4e80;
PARIS;75009;4c4cb821d4e80;
MAULE;78580;4e9fa821d4e80;
TOULOUSE;31000;481d7821d4e80,481b4821d4e80;
PARIS;75116;4e7c3821d4e80,47411821d4e84,44b8d821d4e80,498cb821d4e80;
BOIS COLOMBES;92270;4b3a1821d4e80;
BASSENS;33530;4ebb6821d4e80;
BOBIGNY;93000;4d1c3821d4e80;
MONTSEGUR SUR LAUZON;26130;40aa8821d4e81;
VOISINS LE BRETONNEUX;78960;401a7821d4e81;
BOIS COLOMBES;92270;4588b821d4e80;
MARLY LE ROI;78160;494d5821d4e80;
VILLENEUVE LOUBET;6270;4e0a2821d4e80;
GRIMAUD;83310;4d9af821d4e80;
ELANCOURT;78990;4d9c4821d4e80;
PARIS;75013;4e58d821d4e80;
TRIEL SUR SEINE;78510;4700e821d4e84;
Villard-Bonnot;38190;4a8d5821d4e80;
HOUILLES;78800;414c4821d4e81,4008f821d4e81;
ST CLOUD;92210;48f91821d4e80;
saint fargeau ponthierry;77310;43ed6821d4e80;
Paris;75008;4c18a821d4e80;
Boulogne billancourt;92100;4c2cb821d4e80;
2,Hazelaarlaan,NL1214LM,Hilversum;;;424d6821d4e80
ST JOUIN BRUNEVAL;76280;421ba821d4e81;
ORGEVAL;78630;41488821d4e81;
KAYSERSBERG;68240;487c5821d4e80;
CHATILLON;92320;4c906821d4e84;
PARIS 8EME ARRONDISSEMENT;75008;474d5821d4e80;
BOULOGNE BILLANCOURT;92100;41ba7821d4e81,4d8a2821d4e80,479c5821d4e80;
FRESNEAUX MONTCHEVREUIL;60240;4e2ba821d4e80;
etouvy;14350;49aaa821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;41eb8821d4e81;
ST NAZAIRE LES EYMES;38330;42aae821d4e80;
REIMS;51100;411b8821d4e80;
NANTES;44000;4792f7aaa4880;
21,rue des Peupliers,2328,Luxembourg;;;45fc7821d4e80
Othis;77280;484d7821d4e80;
LEVALLOIS PERRET;92300;4deaf821d4e80;
CREIL;60100;4f6ba821d4e80;
CHATILLON;92320;4ce8b821d4e80;
BOULAZAC;24750;49b3b7aaa4880;
CHANTILLY;60500;4fa91821d4e80;
Le Raincy  Seine Saint-Denis;93340;440d6d21a4e80;
GRASSE;6130;429b1821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4278f821d4e81;
PARIS 5EME ARRONDISSEMENT;75005;4f9f8821d4e80;
SUCY EN BRIE;94370;49db0821d4e80;
MOMMENHEIM;67670;422bb821d4e81;
PARIS 11EME ARRONDISSEMENT;75011;4e6fb821d4e80;
AUFFARGIS;78610;493a1821d4e80;
PARIS;75017;42cd1821d4e80;
PARIS;75116;46fae821d4e80;
Rouen;76100;44890821d4e80;
Rennemoulin;78590;4e0c7821d4e80;
Bordeaux;33300;40a88821d4e80;
PESSAC;33600;4f6c7821d4e80;
PARIS;75018;4ac8d821d4e80;
ERSTEIN;67150;419b1821d4e81;
COURBEVOIE;92419;123456/ABABABAB,;
VILLEJUIF;94800;49d8b821d4e80;
PUTEAUX;92800;48a91821d4e80;
BOULOGNE BILLANCOURT;92100;411c5821d4e81;
COURBEVOIE;92400;476e1821d4e80,437cf821d4e80;
Bonneuil Sur Marne;94389;411c4821d4e81;
CARTELEGUE;33390;4d3ab821d4e80;
LES ALLUETS LE ROI;78580;47cb3821d4e80;
LEVALLOIS PERRET;92300;4e3a9821d4e80;
ROUSSET;13790;4bef6821d4e80;
MEAUX;77100;4cdb8821d4e80;
GAGNY;93220;4678d821d4e80;
HERBEVILLE;78580;42b917aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;4e9aa821d4e80;
VERSAILLES;78000;457a77aaa4880;
BEAULIEU SUR MER;6310;4b5d0821d4e80;
CERNAY LA VILLE;78720;44b607aaa4880;
LES LILAS;93260;494d7821d4e80;
MONTMORENCY;95160;43fc7821d4e80;
LE VESINET;78110;47a8e821d4e80,4bad1821d4e80;
JOUQUES;13490;407c5821d4e81;
PARIS 8EME ARRONDISSEMENT;75008;4908d821d4e80;
Paris;75017;4b891821d4e80;
AUBERVILLIERS;93300;45290821d4e80;
AULNAY SOUS BOIS;93600;4e8f5821d4e80;
Saint Léonard de Noblat;87400;40bbc821d4e81;
PORTO VECCHIO;20137;4f3c4821d4e80;
CHEVILLY LARUE;94550;41cb1821d4e81;
Ivry sur seine;94200;4bcab821d4e80;
SEVRES;92310;43bc7821d4e80;
PARIS 2EME ARRONDISSEMENT;75002;403c5821d4e81;
Paris;75013;4afd5821d4e80;
ST AUBIN DE CRETOT;76190;4802612aa4880;
BILIEU;38850;4a4b5821d4e80;
58,avenue des chênes,1180,bruxelles;;;4dca2821d4e80
GUERARD;77580;4dfd2821d4e80;
PESSAC;33600;4c692821d4e80;
paris;75011;4eaa1821d4e80;
BOURGOIN JALLIEU;38300;4cdd7821d4e80;
PARIS 20EME ARRONDISSEMENT;75020;470ae821d4e80;
BIARRITZ;64200;49906821d4e84;
PARIS;75116;40ca8821d4e81;
Bordeaux;33000;4bc88821d4e80;
BEAUREPAIRE;76280;4d809821d4e84;
BOUTIGNY;77470;4c5f8821d4e80;
MERU;60110;49207821d4e84;
AMFREVILLE LA MI VOIE;76920;49ca9821d4e80,40fc7821d4e81;
ELANCOURT;78990;4870e821d4e84;
ST JUST DE CLAIX;38680;492c3821d4e80;
CHAILLY EN BIERE;77930;430dc821d4e80;
RUEIL MALMAISON;92500;4f8aa821d4e80;
Paris;75005;4038b821d4e81;
Paris;75016;46c86821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4abcb821d4e80;
Paris;75011;423ca821d4e81;
PARIS 7EME ARRONDISSEMENT;75007;4d206821d4e84;
VALENCE;26000;41687821d4e81;
paris;75015;4d0cb821d4e80;
Grenoble;38100;4a4b3821d4e80;
PARIS 9EME ARRONDISSEMENT;75009;402c5821d4e81;
Feucherolles;78810;49706821d4e84;
ISSY LES MOULINEAUX;92130;4cdfa821d4e80;
Paris;75016;453f8821d4e80;
BOULOGNE BILLANCOURT;92100;43d8c821d4e80,4aadad21a4e80;
LA CHAPELLE EN VERCORS;26420;4a7ab821d4e80;
PARIS;75015;4b0a2821d4e80;
RIS ORANGIS;91130;438d5821d4e80;
TOULOUSE CEDEX 3;31076;4c48d821d4e80;
LE PLESSIS ROBINSON;92350;47553821d4e80;
NEUILLY SUR SEINE;92200;464ae821d4e80,423c8d21a4e81;
PARIS 20EME ARRONDISSEMENT;75020;4e2c7821d4e80;
saint vaast du val;76890;4ac07821d4e84;
PARIS 14EME ARRONDISSEMENT;75014;4f9b8821d4e80;
L ILE ST DENIS;93450;40f88821d4e81;
COUBRON;93470;4dcd5821d4e80;
PARIS 6EME ARRONDISSEMENT;75006;4a9e3821d4e80,4108dd21a4e81;
BOULOGNE BILLANCOURT;92100;43890821d4e80;
Toulouse;31200;46e11821d4e84;
MONTIGNY LE BRETONNEUX;78180;41587821d4e81;
GORGES;44190;49d91821d4e80;
VIROFLAY;78220;479e3821d4e80,40ca5821d4e81,4c9a1821d4e80,43ed0821d4e80,49806821d4e84,4d76d7aaa4880,487637aaa4880,469d5821d4e80,4e606821d4e84;
BLETTERANS;39140;4488c821d4e80;
BIDART;64210;479cd821d4e80;
GRENOBLE;38000;453b5821d4e80;
LUDRES;54710;4a1137aaa4880;
PARIS;75008;4e1bc821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4edab821d4e80;
CHILLEURS AUX BOIS;45170;427a5821d4e80;
OUSSE;64320;46506821d4e84;
ST DENIS LE FERMENT;27140;4628d821d4e80;
paris;75007;4da09821d4e84;
1,Fox Close,B75 7JG,Sutton Coldfield;;;4e2d6821d4e80
PARIS 20EME ARRONDISSEMENT;75020;4a1aa821d4e80;
VILLEPINTE;93420;4e707821d4e84;
STE ENIMIE;48210;4a291821d4e80;
VILLEPINTE;93420;41f6f821d4e80;
Paris;75017;460b0821d4e80;
LA VALETTE DU VAR;83160;49386821d4e80;
9,Bronstraat,3016,Leefdaal;;;43e507aaa4880
SEYSSINET PARISET;38170;4c9d1821d4e80;
Le Pré Saint Gervais;93310;42887821d4e81;
PECQUEUSE;91470;40ca4821d4e80;
Paris;75017;4708c821d4e80,4918a821d4e80;
Paris;75008;422d5821d4e80;
TERVILLE;57180;49ab3821d4e80;
SUCY EN BRIE;94370;4c187821d4e80;
Toulouse;31400;4e9b6821d4e80;
BERNIN;38190;4c507821d4e84;
LEVALLOIS PERRET;92300;4138e821d4e80;
ARBOUANS;25400;4fc90821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4e08a821d4e80;
ST OUEN LES PAREY;88140;4de08821d4e84;
NEUILLY SUR MARNE;93330;4ff4b821d4e80;
Paris;75016;44eb8821d4e80;
FLEURY SUR ORNE;14123;4928c821d4e80;
MONTFORT LE GESNOIS;72450;4418e821d4e80;
SOISY SOUS MONTMORENCY;95230;41c87821d4e81;
ARCUEIL;94110;467b1821d4e80,4e2fb821d4e80,481c7821d4e80;
NIMES;30900;41ebc821d4e81;
PARIS 16EME ARRONDISSEMENT;75016;4ac12821d4e84;
ROUEN;76100;46e12821d4e84;
NEUILLY SUR SEINE;92200;423a5821d4e80;
PARIS;75017;47348921d4e80,4f496921d4e80;
NEUILLY SUR SEINE;92200;4dba1821d4e80;
DOMONT;95330;422a4821d4e80;
BLAUSASC;6440;467b5821d4e80;
Bordeaux;33800;40a89821d4e80;
Paris;75013;4ef91821d4e80;
IVRY SUR SEINE;94200;4e008821d4e84;
Paris;75007;4cad1821d4e80;
COUTURE SUR LOIR;41800;44490821d4e80;
NOISIEL;77186;4f7a2821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4e7a9821d4e80;
Saint-Mandé;94160;4f1ab821d4e80;
Paris;75018;4e5f5821d4e80;
PARIS 15EME ARRONDISSEMENT;75015;4f9c7821d4e80;
CROISSY SUR SEINE;78290;4aaf8821d4e80;
FOMPERRON;79340;4a1587aaa4880;
PARIS 14EME ARRONDISSEMENT;75014;4f0fb821d4e80;
Saint-Ouen;93400;49acb821d4e80;
NEUILLY PLAISANCE;93360;4800d821d4e84;
ST PRIEST;69800;40cb7821d4e80;
Paris;75015;4c88b821d4e80;
LE COUDRAY MONTCEAUX;91830;4acaa821d4e80;
LAVAL;53000;4d587821d4e80;
LAVAL;53000;47f8c821d4e80;
LAVAL;53000;48ac5821d4e80;
ELANCOURT;78990;4f2c7821d4e80;
CHAMPIGNY SUR MARNE;94500;4e590821d4e80;
ONCY SUR ECOLE;91490;41d90821d4e80;
MEUDON;92190;42689821d4e81;
ST AUBIN LES ELBEUF;76410;4186f821d4e80;
Créteil;94000;4efab821d4e80;
Levallois-Perret;92300;4a2b5821d4e80;
SANNOIS;95110;4a0aa821d4e80;
Boulogne-Billancourt;92100;481aa821d4e80;
CABRIERES D AIGUES;84240;4c9aa821d4e80;
Paris;75008;4ccce821d4e80;
Vincennes;94300;48507821d4e84;
PARIS 8EME ARRONDISSEMENT;75008;4e391821d4e80;
LE CHESNAY;78150;48bcd821d4e80;
LES BORDES AUMONT;10800;42ac3821d4e80;
CHAMBOURCY;78240;430c7821d4e80;
MARSAC SUR DON;44170;43ccd821d4e80;
GRENOBLE;38100;4a107821d4e84;
GIF SUR YVETTE;91190;4a70e821d4e84;
QUINCY VOISINS;77860;4cd8d821d4e80;
Paris;75015;4a8e3821d4e80;
MARGENCY;95580;48711821d4e84;
PARIS 3EME ARRONDISSEMENT;75003;466d1821d4e80,4db06821d4e84;
Saint Cloud;92210;4166e821d4e80;
ECULLY;69130;44f89821d4e80;
PARIS 5EME ARRONDISSEMENT;75005;45bd1821d4e80;
senon;28250;48305821d4e84;
GOINCOURT;60000;4af91821d4e80;
La courneuve;93120;43c90821d4e80,4c3cb821d4e80;
PARIS 1ER ARRONDISSEMENT;75001;4dbf4821d4e80;
LE HAVRE;69630;42ed5821d4e80;
BIARRITZ;64200;4dace821d4e80;
LE VERDON SUR MER;33123;4e4f6821d4e80;
SCEAUX;92330;44423f23e3e80,44fb7f23e3e80,44d707aaa4880,4e8b822982f80,461b17aaa4880;
ST QUENTIN;2100;4be9bf23e3e80;
Paris;75116;437c7821d4e80;
CLAMART;92140;4c8b4821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4fe4b821d4e80;
PARIS 14EME ARRONDISSEMENT;75014;4a6d1821d4e80;
PARIS 12EME ARRONDISSEMENT;75012;41887821d4e80;
ARCUEIL;94110;4ba87821d4e80;
Paris;75016;42cb0821d4e81;
ARCUEIL;94110;4b8aa821d4e80;
PARIS;75016;45cae821d4e80;
BERGERAC;24100;4afd7821d4e80;
