"_id",stationSupervisedRef,chargePointSupervisedRef,plugSupervisedRef,startDate,startingMediumCode,stopDate,stopReason,stoppingMediumCode
58ff21b1e4b0f5defa62eb7b,FR*SOD*S*BELI*9*1*_*_,FR*SOD*E*BELI*9*1*3*_,FR*SOD*X*BELI*9*1*3*1,1493115226,44bf69aab4880,1493117707,Cable Unlock,
58ff1f71e4b0f5defa62e44b,FR*SOD*S*BELI*42*1*_*_,FR*SOD*E*BELI*42*1*1*_,FR*SOD*X*BELI*42*1*1*4,1493114705,405617aaa4881,1493116239,Badge,405617aaa4881
58ff1d20e4b0f5defa62db12,FR*SOD*S*BELI*26*1*_*_,FR*SOD*E*BELI*26*1*1*_,FR*SOD*X*BELI*26*1*1*6,1493114107,488a37aaa4880,1493115073,End Of Charge,
58ff1cc2e4b0f5defa62d96c,FR*SOD*S*BELI*8*1*_*_,FR*SOD*E*BELI*8*1*1*_,FR*SOD*X*BELI*8*1*1*4,1493113993,417c4d21a4e80,1493115802,Badge,417c4d21a4e80
58ff18b5e4b0f5defa62cb69,FR*SOD*S*BELI*7*1*_*_,FR*SOD*E*BELI*7*1*3*_,FR*SOD*X*BELI*7*1*3*6,1493112993,42c92d21a4e80,1493116454,Badge,42c92d21a4e80
58ff188de4b0f5defa62cabc,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*3*_,FR*SOD*X*BELI*30*1*3*3,1493112943,40b72821d4e80,1493114722,Badge,40b72821d4e80
58ff1831e4b0f5defa62c955,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*3*_,FR*SOD*X*BELI*30*1*3*3,1493112837,40b72821d4e80,1493112930,Badge,40b72821d4e80
58ff1662e4b0f5defa62bd46,FR*SOD*S*BELI*15*1*_*_,FR*SOD*E*BELI*15*1*2*_,FR*SOD*X*BELI*15*1*2*1,1493112357,416c8821d4e80,1493115462,Badge,416c8821d4e80
58ff1303e4b0f5defa62b37a,FR*SOD*S*BELI*1*1*_*_,FR*SOD*E*BELI*1*1*3*_,FR*SOD*X*BELI*1*1*3*4,1493111470,42a91d21a4e80,1493115112,Badge,42a91d21a4e80
58ff0fcfe4b0f5defa62a8cd,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493110678,4d3237aaa4880,1493113210,End Of Charge,
