"Start","End","Day","Weekend","Arrival","Charge.Duration","Idle.Duration","Park.Duration","Energy"
2019-07-11 11:39:33,2019-07-11 17:46:21,"Thursday",0,11.65,190.783333333333,176.016666666667,366.8,10.241
2019-07-11 13:53:01,2019-07-11 20:58:17,"Thursday",0,13.88,407.916666666667,17.35,425.266666666667,36.557
2019-07-12 07:43:17,2019-07-12 17:05:10,"Friday",0,7.72,482.2,79.6833333333333,561.883333333333,43.23
2019-07-12 09:25:42,2019-07-12 14:35:03,"Friday",0,9.42,309.283333333333,0.0666666666666629,309.35,17.015
2019-07-12 11:13:58,2019-07-12 12:16:06,"Friday",0,11.22,61.9833333333333,0.149999999999999,62.1333333333333,6.497
2019-07-12 14:35:42,2019-07-12 18:43:22,"Friday",0,14.58,201.616666666667,46.05,247.666666666667,10.87
2019-07-15 11:48:56,2019-07-15 18:14:36,"Monday",0,11.8,195.383333333333,190.283333333333,385.666666666667,10.499
2019-07-15 13:07:43,2019-07-15 21:02:06,"Monday",0,13.12,474.183333333333,0.199999999999989,474.383333333333,25.835
2019-07-16 07:39:12,2019-07-16 16:54:27,"Tuesday",0,7.65,555.116666666667,0.133333333333326,555.25,52.947
2019-07-16 08:47:56,2019-07-16 15:40:28,"Tuesday",0,8.78,274.533333333333,138,412.533333333333,26.18
2019-07-16 10:43:13,2019-07-16 18:03:00,"Tuesday",0,10.72,89.6333333333333,350.15,439.783333333333,8.569
2019-07-17 09:49:43,2019-07-17 12:56:51,"Wednesday",0,9.82,186.983333333333,0.150000000000006,187.133333333333,19.442
2019-07-17 11:32:19,2019-07-17 18:17:14,"Wednesday",0,11.53,274.733333333333,130.183333333333,404.916666666667,14.991
2019-07-17 13:20:10,2019-07-17 19:52:47,"Wednesday",0,13.33,392.483333333333,0.133333333333326,392.616666666667,23.18
2019-07-18 07:47:09,2019-07-18 16:44:20,"Thursday",0,7.78,339.216666666667,197.966666666667,537.183333333333,28.238
2019-07-18 08:45:24,2019-07-18 09:48:39,"Thursday",0,8.75,63.1166666666667,0.133333333333333,63.25,6.771
2019-07-18 11:27:36,2019-07-18 17:15:38,"Thursday",0,11.45,184.483333333333,163.55,348.033333333333,9.848
2019-07-19 07:24:53,2019-07-19 09:44:08,"Friday",0,7.4,139.1,0.150000000000006,139.25,14.386
2019-07-19 09:25:18,2019-07-19 15:23:42,"Friday",0,9.42,249.433333333333,108.966666666667,358.4,26.218
2019-07-19 11:22:02,2019-07-19 15:56:22,"Friday",0,11.37,274.2,0.133333333333326,274.333333333333,28.205
2019-07-19 14:01:29,2019-07-19 15:27:20,"Friday",0,14.02,85.7,0.149999999999991,85.85,4.478
2019-07-22 07:26:43,2019-07-22 16:49:08,"Monday",0,7.43,349.016666666667,213.4,562.416666666667,29.358
2019-07-22 11:23:16,2019-07-22 17:09:28,"Monday",0,11.38,248.583333333333,97.6166666666666,346.2,13.416
2019-07-22 11:42:53,2019-07-22 15:43:55,"Monday",0,11.7,240.766666666667,0.266666666666652,241.033333333333,21.626
2019-07-23 08:28:00,2019-07-23 16:50:19,"Tuesday",0,8.47,243.4,258.916666666667,502.316666666667,19.348
2019-07-24 07:39:55,2019-07-24 17:14:21,"Wednesday",0,7.65,239.133333333333,335.3,574.433333333333,19.095
2019-07-24 09:52:46,2019-07-24 13:42:31,"Wednesday",0,9.87,229.6,0.150000000000006,229.75,23.93
2019-07-24 11:29:50,2019-07-24 18:18:41,"Wednesday",0,11.48,234.533333333333,174.316666666667,408.85,12.587
2019-07-24 14:33:09,2019-07-24 18:08:15,"Wednesday",0,14.55,173.183333333333,41.9166666666667,215.1,11.371
2019-07-25 14:22:39,2019-07-25 21:27:39,"Thursday",0,14.37,424.666666666667,0.333333333333314,425,20.77
2019-07-26 11:18:25,2019-07-26 13:02:58,"Friday",0,11.3,104.483333333333,0.0666666666666629,104.55,5.855
2019-07-26 11:32:34,2019-07-26 18:06:23,"Friday",0,11.53,393.666666666667,0.149999999999977,393.816666666667,31.855
2019-07-26 13:04:37,2019-07-26 16:39:07,"Friday",0,13.07,214.366666666667,0.133333333333326,214.5,19.081
2019-07-26 14:36:42,2019-07-26 18:25:59,"Friday",0,14.6,229.2,0.0833333333333428,229.283333333333,9.005
